SimilarityRank,TeamName,SimilarityPct,ChampionPct,FinalFourPct,TournamentPotential,AdjEM,EM_Diff,EM_MatchPct,RankAdjEM,Rank_Diff,Rank_MatchPct,AdjOE,OE_Diff,OE_MatchPct,AdjDE,DE_Diff,DE_MatchPct,Assessment
1,Tennessee,92.8720514171327,14.3,14.3,2.1275165141713273,31.4398,2.719800000000003,90.52994428969359,5,-0.40000000000000036,98.0,118.461,-2.138999999999996,98.22636815920399,87.0214,-4.778599999999997,94.79455337690632,Nearly perfect efficiency margin; Ideal national ranking (top 5-7); Typical champion-level offense; Elite defense (better than typical champions)
12,Missouri,33.16883587756382,2.0,5.0,1.375416358775638,25.7864,-2.9335999999999984,89.78551532033427,12,6.6,67.0,126.067,5.466999999999999,95.46683250414594,100.28,8.480000000000004,90.76252723311546,Nearly perfect efficiency margin; Good national ranking (top 15); Elite offense (better than typical champions); Defense significantly below champion standards
13,Purdue,23.42905355521586,2.0,5.0,1.2632285355521586,25.3469,-3.3730999999999973,88.25522284122563,13,7.6,62.0,124.78,4.180000000000007,96.53399668325041,99.4328,7.632800000000003,91.68540305010893,Slightly weaker overall efficiency than typical champions; Good national ranking (top 15); Typical champion-level offense; Defense significantly below champion standards
14,Arizona,13.799013271250772,2.0,5.0,1.1574921327125076,25.1751,-3.5448999999999984,87.65703342618384,14,8.6,57.0,121.569,0.9690000000000083,99.19651741293532,96.394,4.594000000000008,94.99564270152504,Slightly weaker overall efficiency than typical champions; Good national ranking (top 15); Typical champion-level offense; Defense slightly below champion standards
15,Kentucky,3.4447137581271505,2.0,5.0,1.0433971375812714,24.9475,-3.7724999999999973,86.86455431754875,15,9.6,52.0,125.203,4.603000000000009,96.18325041459369,100.256,8.456000000000003,90.78867102396514,Slightly weaker overall efficiency than typical champions; Good national ranking (top 15); Typical champion-level offense; Defense significantly below champion standards
16,Abilene Christian,0.0,2.0,5.0,-0.7786905999999999,-4.13453,-32.85453,0.0,216,210.6,0.0,98.7859,-21.814099999999996,81.9120232172471,102.92,11.120000000000005,87.8867102396514,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
17,Air Force,0.0,2.0,5.0,-1.488296,-12.3148,-41.0348,0.0,307,301.6,0.0,99.6068,-20.993199999999987,82.59270315091212,111.922,20.122,78.0806100217865,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
18,Akron,0.0,2.0,5.0,0.1243424,6.21712,-22.502879999999998,21.647353760445682,100,94.6,0.0,112.521,-8.078999999999994,93.30099502487563,106.303,14.503,84.20152505446623,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
19,Alabama A&M,0.0,2.0,5.0,-2.000598,-22.3299,-51.049899999999994,0.0,359,353.6,0.0,93.0983,-27.5017,77.19593698175788,115.428,23.628,74.26143790849673,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
20,Alabama St.,0.0,2.0,5.0,-1.3737199999999998,-10.786,-39.506,0.0,293,287.6,0.0,102.237,-18.363,84.77363184079601,113.023,21.223,76.88126361655773,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
21,Albany,0.0,2.0,5.0,-1.16922,-8.661,-37.381,0.0,266,260.6,0.0,103.787,-16.812999999999988,86.05887230514097,112.448,20.647999999999996,77.50762527233115,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
22,Alcorn St.,0.0,2.0,5.0,-1.5478319999999999,-13.4916,-42.2116,0.0,313,307.6,0.0,98.9148,-21.685199999999995,82.01890547263682,112.406,20.60600000000001,77.55337690631808,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
23,American,0.0,2.0,5.0,-1.0555456,-7.17728,-35.897279999999995,0.0,252,246.6,0.0,102.172,-18.427999999999997,84.71973466003317,109.349,17.549000000000007,80.8834422657952,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
24,Appalachian St.,0.0,2.0,5.0,-0.36235494,0.182253,-28.537747,0.6345856545960942,161,155.6,0.0,101.701,-18.899,84.32918739635157,101.519,9.719000000000008,89.41285403050108,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
25,Arizona St.,0.0,2.0,5.0,0.454636,12.2318,-16.4882,42.58983286908078,65,59.6,0.0,113.575,-7.0249999999999915,94.17495854063019,101.343,9.543000000000006,89.60457516339869,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
26,Arkansas,0.0,2.0,5.0,0.722126,17.8063,-10.913699999999999,61.99965181058496,39,33.6,0.0,112.144,-8.455999999999989,92.98839137645109,94.3379,2.5379000000000076,97.23540305010893,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Typical champion-level defense
27,Arkansas Pine Bluff,0.0,2.0,5.0,-2.114176,-26.8088,-55.528800000000004,0.0,363,357.6,0.0,95.0503,-25.5497,78.81451077943615,121.859,30.058999999999997,67.25599128540304,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
28,Arkansas St.,0.0,2.0,5.0,0.2571466,8.95733,-19.76267,31.188474930362105,87,81.6,0.0,110.09,-10.509999999999991,91.28524046434495,101.133,9.332999999999998,89.83333333333333,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
29,Army,0.0,2.0,5.0,-1.566406,-13.5203,-42.2403,0.0,316,310.6,0.0,101.275,-19.32499999999999,83.97595356550582,114.795,22.995000000000005,74.95098039215685,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
30,Austin Peay,0.0,2.0,5.0,-1.1948588,-9.04294,-37.76294,0.0,269,263.6,0.0,102.45,-18.14999999999999,84.95024875621891,111.493,19.692999999999998,78.5479302832244,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
31,Ball St.,0.0,0.5,2.0,-1.2355668,-9.27834,-37.99834,0.0,275,269.6,0.0,104.409,-16.19099999999999,86.57462686567165,113.688,21.888000000000005,76.15686274509804,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
32,Baylor,0.0,0.5,2.0,0.828548,20.4274,-8.2926,71.12604456824512,30,24.6,0.0,120.8,0.20000000000000284,99.83416252072968,100.372,8.572000000000003,90.66230936819171,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
33,Bellarmine,0.0,0.5,2.0,-1.7986779999999998,-17.6339,-46.353899999999996,0.0,341,335.6,0.0,104.191,-16.408999999999992,86.393864013267,121.825,30.025000000000006,67.29302832244008,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
34,Belmont,0.0,0.5,2.0,-0.1375808,2.72096,-25.99904,9.47409470752089,132,126.6,0.0,114.035,-6.564999999999998,94.5563847429519,111.314,19.513999999999996,78.74291938997821,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
35,Bethune Cookman,0.0,0.5,2.0,-1.2677437999999999,-9.68719,-38.40719,0.0,279,273.6,0.0,98.3655,-22.234499999999997,81.56343283582089,108.053,16.253,82.29520697167756,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
36,Binghamton,0.0,0.5,2.0,-1.5960320000000001,-13.8016,-42.5216,0.0,320,314.6,0.0,99.3135,-21.28649999999999,82.34950248756219,113.115,21.314999999999998,76.781045751634,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
37,Boise St.,0.0,0.5,2.0,0.6770099999999999,16.7505,-11.9695,58.323467966573816,43,37.6,0.0,116.584,-4.015999999999991,96.66998341625208,99.833,8.033000000000001,91.24945533769063,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
38,Boston College,0.0,0.5,2.0,-0.5111112,-1.55556,-30.27556,0.0,180,174.6,0.0,105.015,-15.584999999999994,87.0771144278607,106.571,14.771,83.90958605664488,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
39,Boston University,0.0,0.5,2.0,-1.4476499999999999,-11.7825,-40.5025,0.0,302,296.6,0.0,98.9814,-21.6186,82.07412935323383,110.764,18.964,79.34204793028323,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
40,Bowling Green,0.0,0.5,2.0,-1.319632,-10.1816,-38.9016,0.0,286,280.6,0.0,99.931,-20.668999999999997,82.86152570480928,110.113,18.313000000000002,80.05119825708061,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
41,Bradley,0.0,0.5,2.0,0.1945878,7.62939,-21.090609999999998,26.564728412256272,93,87.6,0.0,112.254,-8.34599999999999,93.07960199004975,104.625,12.825000000000003,86.02941176470588,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
42,Brown,0.0,0.5,2.0,-0.7547905999999999,-3.53953,-32.25953,0.0,214,208.6,0.0,103.814,-16.786,86.08126036484245,107.354,15.554000000000002,83.05664488017429,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
43,Bryant,0.0,0.5,2.0,-0.31909324,0.545338,-28.174661999999998,1.8988091922005594,155,149.6,0.0,107.159,-13.440999999999988,88.85489220563848,106.613,14.813000000000002,83.86383442265794,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
44,Bucknell,0.0,0.5,2.0,-0.7981341999999999,-4.20671,-32.92671,0.0,219,213.6,0.0,103.001,-17.59899999999999,85.40713101160863,107.208,15.408000000000001,83.2156862745098,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
45,Buffalo,0.0,0.5,2.0,-1.80591,-17.6955,-46.415499999999994,0.0,342,336.6,0.0,96.2229,-24.3771,79.78681592039801,113.918,22.11800000000001,75.90631808278866,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
46,Butler,0.0,0.5,2.0,0.421288,11.4644,-17.2556,39.917827298050135,68,62.6,0.0,116.497,-4.102999999999994,96.5978441127695,105.033,13.233000000000004,85.58496732026143,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
47,BYU,0.0,0.5,2.0,0.9184479999999999,22.8224,-5.897600000000001,79.46518105849582,23,17.6,11.999999999999986,123.066,2.466000000000008,97.955223880597,100.244,8.444000000000003,90.80174291938998,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
48,Cal Baptist,0.0,0.5,2.0,-0.40051736,-0.225868,-28.945867999999997,0.0,166,160.6,0.0,106.796,-13.803999999999988,88.55389718076286,107.022,15.222000000000008,83.41830065359477,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
49,Cal Poly,0.0,0.5,2.0,-0.716421,-3.42105,-32.14105,0.0,208,202.6,0.0,107.914,-12.685999999999993,89.48092868988392,111.335,19.534999999999997,78.72004357298475,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
50,Cal St. Bakersfield,0.0,0.5,2.0,-0.9739228,-6.39614,-35.11614,0.0,241,235.6,0.0,106.967,-13.632999999999996,88.69568822553897,113.363,21.563000000000002,76.51089324618736,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
51,Cal St. Fullerton,0.0,0.5,2.0,-1.832164,-18.1082,-46.828199999999995,0.0,345,339.6,0.0,95.4503,-25.149699999999996,79.1461857379768,113.559,21.759,76.29738562091504,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
52,California,0.0,0.5,2.0,-0.0198592,4.10704,-24.61296,14.300278551532031,117,111.6,0.0,111.257,-9.34299999999999,92.25290215588724,107.15,15.350000000000009,83.2788671023965,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
53,Campbell,0.0,0.5,2.0,-0.7355144,-3.47572,-32.19572,0.0,211,205.6,0.0,102.66,-17.939999999999998,85.12437810945273,106.135,14.335000000000008,84.38453159041393,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
54,Canisius,0.0,0.5,2.0,-1.9908519999999998,-22.1426,-50.8626,0.0,358,352.6,0.0,100.692,-19.908,83.49253731343283,122.834,31.034000000000006,66.19389978213508,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
55,Central Arkansas,0.0,0.5,2.0,-1.8259100000000001,-18.0955,-46.8155,0.0,344,338.6,0.0,98.1635,-22.436499999999995,81.39593698175788,116.259,24.459000000000003,73.35620915032679,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
56,Central Connecticut,0.0,0.5,2.0,-0.46087712,-0.843856,-29.563855999999998,0.0,174,168.6,0.0,101.715,-18.88499999999999,84.34079601990051,102.559,10.759,88.27995642701525,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
57,Central Michigan,0.0,0.5,2.0,-0.5801678,-2.30839,-31.028389999999998,0.0,189,183.6,0.0,106.394,-14.205999999999989,88.22056384742953,108.702,16.902,81.58823529411765,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
58,Charleston,0.0,0.5,2.0,-0.29527646,0.836177,-27.883823,2.9114798050139257,152,146.6,0.0,106.865,-13.735,88.61111111111111,106.029,14.229,84.5,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
59,Charleston Southern,0.0,0.5,2.0,-1.4065599999999998,-11.228,-39.948,0.0,297,291.6,0.0,100.549,-20.050999999999988,83.37396351575457,111.777,19.977000000000004,78.23856209150327,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
60,Charlotte,0.0,0.5,2.0,-1.1455488,-8.37744,-37.09744,0.0,263,257.6,0.0,104.689,-15.911000000000001,86.80679933665009,113.066,21.266000000000005,76.83442265795206,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
61,Chattanooga,0.0,0.5,2.0,0.039786199999999994,4.98931,-23.73069,17.372249303621174,110,104.6,0.0,116.134,-4.465999999999994,96.29684908789388,111.145,19.345,78.92701525054466,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
62,Chicago St.,0.0,0.5,2.0,-2.05361,-24.3805,-53.1005,0.0,361,355.6,0.0,91.9254,-28.674599999999998,76.22338308457711,116.306,24.506,73.30501089324619,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
63,Cincinnati,0.0,0.5,2.0,0.6305419999999999,16.2271,-12.492899999999999,56.50104456824513,49,43.6,0.0,112.548,-8.051999999999992,93.32338308457712,96.321,4.521000000000001,95.07516339869281,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense slightly below champion standards
64,Clemson,0.0,0.5,2.0,0.9839659999999999,24.5983,-4.121700000000001,85.64867688022284,18,12.6,37.0,120.855,0.25500000000000966,99.78855721393035,96.2567,4.456699999999998,95.14520697167757,Slightly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense slightly below champion standards
65,Cleveland St.,0.0,0.5,2.0,-0.39377538,-0.188769,-28.908769,0.0,165,159.6,0.0,104.485,-16.114999999999995,86.63764510779437,104.674,12.87400000000001,85.97603485838779,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
66,Coastal Carolina,0.0,0.5,2.0,-1.6606,-14.93,-43.65,0.0,327,321.6,0.0,100.775,-19.82499999999999,83.56135986733003,115.705,23.905,73.95969498910675,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
67,Colgate,0.0,0.5,2.0,-1.1600378,-8.50189,-37.22189,0.0,265,259.6,0.0,105.361,-15.23899999999999,87.36401326699836,113.862,22.061999999999998,75.9673202614379,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
68,Colorado,0.0,0.5,2.0,0.1687434,7.23717,-21.48283,25.199059888579384,96,90.6,0.0,107.458,-13.141999999999996,89.1028192371476,100.221,8.421000000000006,90.8267973856209,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
69,Colorado St.,0.0,0.5,2.0,0.562478,14.9239,-13.7961,51.96344011142061,56,50.6,0.0,115.37,-5.22999999999999,95.66334991708126,100.446,8.646,90.58169934640523,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
70,Columbia,0.0,0.5,2.0,-1.229334,-9.2667,-37.9867,0.0,274,268.6,0.0,106.962,-13.637999999999991,88.69154228855722,116.229,24.429000000000002,73.38888888888889,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
71,Connecticut,0.0,0.5,2.0,0.7446379999999999,18.3319,-10.388099999999998,63.829735376044574,37,31.6,0.0,122.259,1.659000000000006,98.62437810945273,103.928,12.128,86.78867102396514,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
72,Coppin St.,0.0,0.5,2.0,-2.08776,-25.788,-54.507999999999996,0.0,362,356.6,0.0,87.3398,-33.2602,72.42106135986732,113.128,21.328000000000003,76.7668845315904,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
73,Cornell,0.0,0.5,2.0,-0.17319699999999996,2.44015,-26.27985,8.496344011142057,137,131.6,0.0,114.126,-6.4739999999999895,94.63184079601992,111.686,19.88600000000001,78.33769063180827,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
74,Creighton,0.0,0.5,2.0,0.762234,18.6117,-10.1083,64.80396935933148,35,29.6,0.0,116.503,-4.096999999999994,96.6028192371476,97.8917,6.091700000000003,93.36416122004357,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
75,CSUN,0.0,0.5,2.0,0.13283,6.3415,-22.3785,22.080431754874652,99,93.6,0.0,110.062,-10.537999999999997,91.2620232172471,103.72,11.920000000000002,87.01525054466231,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
76,Dartmouth,0.0,0.5,2.0,-0.5627635999999999,-2.03818,-30.75818,0.0,187,181.6,0.0,101.738,-18.861999999999995,84.35986733001658,103.776,11.975999999999999,86.95424836601308,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
77,Davidson,0.0,0.5,2.0,-0.18791419999999998,2.30429,-26.415709999999997,8.0232938718663,139,133.6,0.0,111.214,-9.385999999999996,92.21724709784411,108.909,17.10900000000001,81.3627450980392,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
78,Dayton,0.0,0.5,2.0,0.346136,10.4068,-18.3132,36.23537604456825,77,71.6,0.0,116.019,-4.580999999999989,96.20149253731344,105.612,13.811999999999998,84.95424836601308,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
79,Delaware,0.0,0.5,2.0,-1.1763616000000001,-8.71808,-37.43808,0.0,267,261.6,0.0,108.34,-12.259999999999991,89.83416252072969,117.058,25.25800000000001,72.48583877995641,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
80,Delaware St.,0.0,0.5,2.0,-1.496248,-12.4124,-41.1324,0.0,308,302.6,0.0,101.202,-19.397999999999996,83.91542288557214,113.615,21.814999999999998,76.2363834422658,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
81,Denver,0.0,0.5,2.0,-1.461954,-12.1977,-40.917699999999996,0.0,303,297.6,0.0,99.1867,-21.413299999999992,82.24436152570482,111.384,19.584000000000003,78.66666666666666,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
82,DePaul,0.0,0.5,2.0,-0.16486559999999997,2.55672,-26.16328,8.902228412256264,136,130.6,0.0,108.591,-12.009,90.04228855721394,106.035,14.235,84.49346405228758,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
83,Detroit Mercy,0.0,0.5,2.0,-1.7727839999999997,-17.2392,-45.959199999999996,0.0,338,332.6,0.0,95.3249,-25.275099999999995,79.0422056384743,112.564,20.763999999999996,77.38126361655773,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
84,Drake,0.0,0.5,2.0,0.49808,12.904,-15.815999999999999,44.93036211699164,60,54.6,0.0,113.263,-7.336999999999989,93.9162520729685,100.359,8.558999999999997,90.67647058823529,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
85,Drexel,0.0,0.5,2.0,-0.6712478000000001,-2.96239,-31.682389999999998,0.0,202,196.6,0.0,101.869,-18.730999999999995,84.46849087893864,104.831,13.031000000000006,85.80501089324618,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
86,Duquesne,0.0,0.5,2.0,-0.1580154,2.59923,-26.12077,9.05024373259053,135,129.6,0.0,106.162,-14.437999999999988,88.02819237147597,103.562,11.762,87.18736383442265,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
87,East Carolina,0.0,0.5,2.0,-0.37799438898,0.000280551,-28.719719449,0.0009768488857986313,163,157.6,0.0,108.508,-12.091999999999999,89.97346600331674,108.508,16.708,81.7995642701525,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
88,East Tennessee St.,0.0,0.5,2.0,-0.14380800000000002,2.7096,-26.010399999999997,9.434540389972156,133,127.6,0.0,107.724,-12.87599999999999,89.32338308457712,105.014,13.213999999999999,85.60566448801742,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
89,East Texas A&M,0.0,0.5,2.0,-1.681098,-15.0549,-43.7749,0.0,330,324.6,0.0,96.6789,-23.921099999999996,80.16492537313434,111.734,19.933999999999997,78.28540305010893,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
90,Eastern Illinois,0.0,0.5,2.0,-1.560324,-13.5162,-42.2362,0.0,315,309.6,0.0,93.9312,-26.66879999999999,77.88656716417911,107.447,15.647000000000006,82.95533769063181,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
