SimilarityRank,TeamName,SimilarityPct,ChampionPct,FinalFourPct,TournamentPotential,AdjEM,EM_Diff,EM_MatchPct,RankAdjEM,Rank_Diff,Rank_MatchPct,AdjOE,OE_Diff,OE_MatchPct,AdjDE,DE_Diff,DE_MatchPct,Assessment
1,Tennessee,92.8720514171327,14.3,14.3,2.1275165141713273,31.4398,2.719800000000003,90.52994428969359,5,-0.40000000000000036,98.0,118.461,-2.138999999999996,98.22636815920399,87.0214,-4.778599999999997,94.79455337690632,Nearly perfect efficiency margin; Ideal national ranking (top 5-7); Typical champion-level offense; Elite defense (better than typical champions)
12,Missouri,33.16883587756382,2.0,5.0,1.375416358775638,25.7864,-2.9335999999999984,89.78551532033427,12,6.6,67.0,126.067,5.466999999999999,95.46683250414594,100.28,8.480000000000004,90.76252723311546,Nearly perfect efficiency margin; Good national ranking (top 15); Elite offense (better than typical champions); Defense significantly below champion standards
13,Purdue,23.42905355521586,2.0,5.0,1.2632285355521586,25.3469,-3.3730999999999973,88.25522284122563,13,7.6,62.0,124.78,4.180000000000007,96.53399668325041,99.4328,7.632800000000003,91.68540305010893,Slightly weaker overall efficiency than typical champions; Good national ranking (top 15); Typical champion-level offense; Defense significantly below champion standards
14,Arizona,13.799013271250772,2.0,5.0,1.1574921327125076,25.1751,-3.5448999999999984,87.65703342618384,14,8.6,57.0,121.569,0.9690000000000083,99.19651741293532,96.394,4.594000000000008,94.99564270152504,Slightly weaker overall efficiency than typical champions; Good national ranking (top 15); Typical champion-level offense; Defense slightly below champion standards
15,Kentucky,3.4447137581271505,2.0,5.0,1.0433971375812714,24.9475,-3.7724999999999973,86.86455431754875,15,9.6,52.0,125.203,4.603000000000009,96.18325041459369,100.256,8.456000000000003,90.78867102396514,Slightly weaker overall efficiency than typical champions; Good national ranking (top 15); Typical champion-level offense; Defense significantly below champion standards
253,Robert Morris,0.0,0.5,2.0,-0.28844356,0.877822,-27.842178,3.056483286908076,151,145.6,0.0,105.88,-14.719999999999999,87.79436152570482,105.002,13.201999999999998,85.61873638344227,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
252,Rider,0.0,0.5,2.0,-1.6263580000000002,-14.1179,-42.8379,0.0,324,318.6,0.0,100.9,-19.69999999999999,83.66500829187397,115.018,23.218000000000004,74.70806100217865,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
251,Richmond,0.0,0.5,2.0,-0.9592334,-6.26167,-34.98167,0.0,239,233.6,0.0,103.388,-17.21199999999999,85.7280265339967,109.65,17.85000000000001,80.55555555555554,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
250,Rice,0.0,0.5,2.0,-0.5322986,-1.71493,-30.434929999999998,0.0,183,177.6,0.0,108.067,-12.533000000000001,89.6077943615257,109.782,17.982,80.41176470588235,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
249,Rhode Island,0.0,0.5,2.0,-0.2119528,2.00236,-26.71764,6.9720055710306355,142,136.6,0.0,109.073,-11.527000000000001,90.44195688225538,107.07,15.269999999999996,83.36601307189542,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
245,Purdue Fort Wayne,0.0,0.5,2.0,-0.38500702,-0.050351,-28.770350999999998,0.0,164,158.6,0.0,110.241,-10.358999999999995,91.41044776119404,110.292,18.492000000000004,79.85620915032679,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
248,Radford,0.0,0.5,2.0,-0.32593584,0.503208,-28.216791999999998,1.7521169916434616,156,150.6,0.0,110.222,-10.378,91.39469320066335,109.718,17.918000000000006,80.48148148148147,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
247,Quinnipiac,0.0,0.5,2.0,-0.7082202000000001,-3.31101,-32.03101,0.0,207,201.6,0.0,101.557,-19.042999999999992,84.20978441127696,104.868,13.067999999999998,85.76470588235294,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
246,Queens,0.0,0.5,2.0,-0.7226866,-3.43433,-32.15433,0.0,209,203.6,0.0,106.305,-14.294999999999987,88.14676616915423,109.74,17.939999999999998,80.45751633986929,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
238,Pittsburgh,0.0,0.5,2.0,0.534566,14.1283,-14.5917,49.193245125348184,58,52.6,0.0,117.044,-3.5559999999999974,97.0514096185738,102.915,11.115000000000009,87.89215686274508,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Typical champion-level offense; Defense significantly below champion standards
244,Providence,0.0,0.5,2.0,0.202621,7.73105,-20.98895,26.918697771587745,92,86.6,0.0,112.875,-7.724999999999994,93.59452736318408,105.144,13.344000000000008,85.4640522875817,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
243,Princeton,0.0,0.5,2.0,-0.6059251999999999,-2.39626,-31.116259999999997,0.0,193,187.6,0.0,105.38,-15.219999999999999,87.37976782752902,107.776,15.975999999999999,82.59694989106754,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
242,Presbyterian,0.0,0.5,2.0,-0.8841,-5.505,-34.225,0.0,229,223.6,0.0,105.063,-15.536999999999992,87.11691542288557,110.568,18.768,79.55555555555556,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
241,Prairie View A&M,0.0,0.5,2.0,-1.9783099999999998,-21.8155,-50.5355,0.0,357,351.6,0.0,96.0132,-24.586799999999997,79.61293532338308,117.829,26.028999999999996,71.64596949891067,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
240,Portland St.,0.0,0.5,2.0,-0.622802,-2.6401,-31.3601,0.0,195,189.6,0.0,101.427,-19.172999999999988,84.10199004975125,104.067,12.266999999999996,86.63725490196079,Significantly weaker overall efficiency than typical champions; Ranking too low for typical champion; Offense below champion standards; Defense significantly below champion standards
